"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
368.15,52.81,0.0,,+-0.05,0.05,+-0.0005,+-0.0005
368.15,64.82,0.0395,,+-0.05,0.05,+-0.0005,+-0.0005
368.15,66.75,0.047,,+-0.05,0.05,+-0.0005,+-0.0005
368.15,77.47,0.0942,,+-0.05,0.05,+-0.0005,+-0.0005
368.15,82.95,0.1226,,+-0.05,0.05,+-0.0005,+-0.0005
368.15,90.83,0.1716,,+-0.05,0.05,+-0.0005,+-0.0005
368.15,95.79,0.2095,,+-0.05,0.05,+-0.0005,+-0.0005
368.15,101.53,0.2688,,+-0.05,0.05,+-0.0005,+-0.0005
368.15,102.75,0.2813,,+-0.05,0.05,+-0.0005,+-0.0005
368.15,105.18,0.3148,,+-0.05,0.05,+-0.0005,+-0.0005
368.15,110.38,0.4332,,+-0.05,0.05,+-0.0005,+-0.0005
368.15,111.62,0.4995,,+-0.05,0.05,+-0.0005,+-0.0005
368.15,111.79,0.5175,,+-0.05,0.05,+-0.0005,+-0.0005
368.15,112.23,0.536,,+-0.05,0.05,+-0.0005,+-0.0005
368.15,112.7,0.604,,+-0.05,0.05,+-0.0005,+-0.0005
368.15,112.7,0.6373,,+-0.05,0.05,+-0.0005,+-0.0005
368.15,112.82,0.647,,+-0.05,0.05,+-0.0005,+-0.0005
368.15,112.67,0.691,,+-0.05,0.05,+-0.0005,+-0.0005
368.15,112.08,0.8245,,+-0.05,0.05,+-0.0005,+-0.0005
368.15,110.27,0.8865,,+-0.05,0.05,+-0.0005,+-0.0005
368.15,104.19,0.9456,,+-0.05,0.05,+-0.0005,+-0.0005
368.15,89.73,0.9905,,+-0.05,0.05,+-0.0005,+-0.0005
368.15,83.4,1.0,,+-0.05,0.05,+-0.0005,+-0.0005
