"T, K","P, Torr",X,Y,T Err,P Err,X Err,Y Err
313.15,104.29,0.0,,,,,
313.15,99.28,0.0553,,,,,
313.15,94.17,0.1137,,,,,
313.15,87.42,0.1898,,,,,
313.15,80.26,0.2728,,,,,
313.15,76.24,0.3195,,,,,
313.15,68.77,0.4053,,,,,
313.15,63.24,0.4694,,,,,
313.15,59.63,0.5105,,,,,
313.15,56.39,0.5468,,,,,
313.15,50.04,0.6167,,,,,
313.15,42.6,0.6982,,,,,
313.15,38.37,0.7454,,,,,
313.15,31.58,0.8157,,,,,
313.15,25.72,0.8783,,,,,
313.15,13.73,1.0,,,,,
