"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
303.15,6.162,0.0,,+-0.005,+-0.006,,
303.15,5.864,0.0694,,+-0.005,+-0.006,,
303.15,5.73,0.1198,,+-0.005,+-0.006,,
303.15,5.508,0.1887,,+-0.005,+-0.006,,
303.15,5.225,0.2625,,+-0.005,+-0.006,,
303.15,4.982,0.3329,,+-0.005,+-0.006,,
303.15,4.75,0.3898,,+-0.005,+-0.006,,
303.15,4.542,0.4484,,+-0.005,+-0.006,,
303.15,4.364,0.4929,,+-0.005,+-0.006,,
303.15,4.162,0.5365,,+-0.005,+-0.006,,
303.15,3.961,0.5954,,+-0.005,+-0.006,,
303.15,3.632,0.6604,,+-0.005,+-0.006,,
303.15,3.244,0.7384,,+-0.005,+-0.006,,
303.15,2.84,0.8179,,+-0.005,+-0.006,,
303.15,2.261,0.9169,,+-0.005,+-0.006,,
303.15,1.724,1.0,,+-0.005,+-0.006,,
