"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
210.0,0.335,0.0,0.0,0.1%,0.1%,,
210.0,0.38,0.0358,0.1322,0.1%,0.1%,,
210.0,0.426,0.0877,0.2571,0.1%,0.1%,,
210.0,0.454,0.1254,0.3194,0.1%,0.1%,,
210.0,0.498,0.2153,0.4185,0.1%,0.1%,,
210.0,0.522,0.2961,0.4737,0.1%,0.1%,,
210.0,0.537,0.3842,0.5129,0.1%,0.1%,,
210.0,0.539,0.4093,0.5203,0.1%,0.1%,,
210.0,0.541,0.4316,0.5288,0.1%,0.1%,,
210.0,0.545,0.4965,0.5506,0.1%,0.1%,,
210.0,0.547,0.5572,0.5698,0.1%,0.1%,,
210.0,0.546,0.615,0.5924,0.1%,0.1%,,
210.0,0.545,0.6566,0.6053,0.1%,0.1%,,
210.0,0.543,0.6651,0.6097,0.1%,0.1%,,
210.0,0.541,0.6844,0.6149,0.1%,0.1%,,
210.0,0.54,0.6963,0.6172,0.1%,0.1%,,
210.0,0.538,0.7093,0.6213,0.1%,0.1%,,
