"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
344.17,108.0,0.0,0.0,0.02,+-1%,+-1%,+-1%
344.17,126.9,0.104,0.206,0.02,+-1%,+-1%,+-1%
344.17,130.2,0.198,0.284,0.02,+-1%,+-1%,+-1%
344.17,132.3,0.304,0.333,0.02,+-1%,+-1%,+-1%
344.17,133.9,0.414,0.369,0.02,+-1%,+-1%,+-1%
344.17,133.3,0.516,0.403,0.02,+-1%,+-1%,+-1%
344.17,128.1,0.618,0.442,0.02,+-1%,+-1%,+-1%
344.17,123.4,0.709,0.49,0.02,+-1%,+-1%,+-1%
344.17,113.3,0.813,0.569,0.02,+-1%,+-1%,+-1%
344.17,99.9,0.906,0.702,0.02,+-1%,+-1%,+-1%
344.17,75.4,1.0,1.0,0.02,+-1%,+-1%,+-1%
