"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
308.15,19.141,0.0,,+-0.1,0.015,0.0003,
308.15,17.616,0.0938,,+-0.1,0.015,0.0003,
308.15,16.039,0.2009,,+-0.1,0.015,0.0003,
308.15,14.384,0.3161,,+-0.1,0.015,0.0003,
308.15,13.523,0.3776,,+-0.1,0.015,0.0003,
308.15,12.059,0.4813,,+-0.1,0.015,0.0003,
308.15,10.879,0.5618,,+-0.1,0.015,0.0003,
308.15,9.187,0.66,,+-0.1,0.015,0.0003,
308.15,7.29,0.7513,,+-0.1,0.015,0.0003,
308.15,6.064,0.806,,+-0.1,0.015,0.0003,
308.15,2.418,0.9329,,+-0.1,0.015,0.0003,
308.15,0.025,1.0,,+-0.1,0.015,0.0003,
