"T, deg.F","P, psi",X,Y,T Err,P Err,X Err,Y Err
100,211.9,0.0,0.0,0.02,0.2,,
100,500.0,0.0027,0.52,0.02,0.2,,
100,1000.0,0.0071,0.718,0.02,0.2,,
100,1500.0,0.0113,0.7905,0.02,0.2,,
100,2000.0,0.0152,0.8275,0.02,0.2,,
100,2500.0,0.0188,0.8461,0.02,0.2,,
100,3000.0,0.0221,0.855,0.02,0.2,,
100,3500.0,0.0251,0.8605,0.02,0.2,,
100,4000.0,0.0278,0.8635,0.02,0.2,,
100,4500.0,0.0303,0.8655,0.02,0.2,,
100,5000.0,0.0327,0.8675,0.02,0.2,,
100,5500.0,0.0349,0.869,0.02,0.2,,
100,6000.0,0.0369,0.87,0.02,0.2,,
