"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
327.4,38.17,0.292,,0.25,0.4,0.003,
335.12,37.97,0.292,,0.25,0.4,0.003,
341.29,37.77,0.292,,0.25,0.4,0.003,
350.16,37.52,0.292,,0.25,0.4,0.003,
355.89,37.47,0.292,,0.25,0.4,0.003,
370.3,37.27,0.292,,0.25,0.4,0.003,
380.89,37.07,0.292,,0.25,0.4,0.003,
390.13,36.92,0.292,,0.25,0.4,0.003,
405.05,36.77,0.292,,0.25,0.4,0.003,
412.18,36.57,0.292,,0.25,0.4,0.003,
430.39,36.17,0.292,,0.25,0.4,0.003,
443.92,35.77,0.292,,0.25,0.4,0.003,
452.7,35.57,0.292,,0.25,0.4,0.003,
