"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
381.0,308.0,0.809,,+-0.7,+-1,,
377.4,290.5,0.809,,+-0.7,+-1,,
368.3,255.0,0.809,,+-0.7,+-1,,
361.2,225.0,0.809,,+-0.7,+-1,,
351.6,185.0,0.809,,+-0.7,+-1,,
345.3,160.0,0.809,,+-0.7,+-1,,
336.3,120.0,0.809,,+-0.7,+-1,,
331.5,95.0,0.809,,+-0.7,+-1,,
328.4,70.7,0.809,,+-0.7,+-1,,
328.4,65.8,0.809,,+-0.7,+-1,,
328.6,58.0,0.809,,+-0.7,+-1,,
333.2,42.6,0.809,,+-0.7,+-1,,
346.4,31.0,0.809,,+-0.7,+-1,,
357.4,26.9,0.809,,+-0.7,+-1,,
365.1,24.1,0.809,,+-0.7,+-1,,
384.5,20.3,0.809,,+-0.7,+-1,,
