"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
333.21,0.624,0.9044,,0.02,0.01,,
343.21,0.788,0.9044,,0.02,0.01,,
353.26,0.983,0.9044,,0.02,0.01,,
363.25,1.21,0.9044,,0.02,0.01,,
373.2,1.473,0.9044,,0.02,0.01,,
383.22,1.779,0.9044,,0.02,0.01,,
393.23,2.131,0.9044,,0.02,0.01,,
403.27,2.534,0.9044,,0.02,0.01,,
413.3,2.992,0.9044,,0.02,0.01,,
418.28,3.243,0.9044,,0.02,0.01,,
423.28,3.511,0.9044,,0.02,0.01,,
428.25,3.795,0.9044,,0.02,0.01,,
430.48,3.92,0.9044,,0.02,0.01,,
430.56,3.922,0.9044,,0.02,0.01,,
