"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
298.19,58.358,0.0,0.0,,,,
298.19,66.079,0.05,0.1539,,,,
298.19,70.722,0.1,0.2389,,,,
298.19,74.123,0.15,0.3008,,,,
298.19,76.636,0.2,0.3481,,,,
298.19,78.464,0.25,0.3855,,,,
298.19,79.89,0.3,0.4169,,,,
298.19,80.845,0.35,0.4458,,,,
298.19,81.621,0.4,0.473,,,,
298.19,82.151,0.45,0.4987,,,,
298.19,82.449,0.5,0.523,,,,
298.19,82.53,0.55,0.5485,,,,
298.19,82.41,0.6,0.5792,,,,
298.19,82.086,0.65,0.6091,,,,
298.19,81.505,0.7,0.6409,,,,
298.19,80.603,0.75,0.6772,,,,
298.19,79.314,0.8,0.7195,,,,
298.19,77.576,0.85,0.7695,,,,
298.19,75.322,0.9,0.8291,,,,
298.19,72.414,0.95,0.9019,,,,
298.19,68.412,1.0,1.0,,,,
