"T, K","P, Torr",X,Y,T Err,P Err,X Err,Y Err
298.15,27.07,0.1498,0.73,,,,
298.15,41.74,0.2936,0.851,,,,
298.15,49.44,0.3779,0.8866,,,,
298.15,51.46,0.4,0.8939,,,,
298.15,55.24,0.4459,0.9075,,,,
298.15,58.6,0.4861,0.9177,,,,
298.15,60.51,0.5104,0.9234,,,,
298.15,65.9,0.5766,0.937,,,,
298.15,68.04,0.6092,0.9429,,,,
298.15,73.3,0.6729,0.9536,,,,
298.15,77.15,0.7361,0.9632,,,,
298.15,84.82,0.8322,0.9767,,,,
298.15,90.92,0.914,0.9879,,,,
