"T, deg.F","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
298.0,10,0.0,0.0,,,,
280.0,10,0.075,0.498,,,,
264.1,10,0.152,0.681,,,,
250.8,10,0.263,0.806,,,,
243.2,10,0.32,0.852,,,,
232.8,10,0.435,0.906,,,,
218.8,10,0.632,0.964,,,,
204.4,10,0.832,0.99,,,,
194.4,10,1.0,1.0,,,,
