"T, deg.C","P, psi",X,Y,T Err,P Err,X Err,Y Err
120,130,0.028,0.507,,,,
120,251,0.08,0.715,,,,
120,383,0.135,0.808,,,,
120,511,0.18,0.843,,,,
120,644,0.243,0.853,,,,
120,769,0.289,0.862,,,,
120,885,0.339,0.873,,,,
120,1008,0.38,0.875,,,,
120,1125,0.433,0.877,,,,
120,1259,0.486,0.874,,,,
120,1379,0.538,0.866,,,,
120,1464,0.57,0.853,,,,
120,1593,0.632,0.828,,,,
120,1661,0.676,0.801,,,,
120,1682,0.693,0.793,,,,
