"T, deg.F","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
227.7,400,0.095,0.113,,,,
226.7,400,0.191,0.215,,,,
225.8,400,0.289,0.317,,,,
224.8,400,0.394,0.424,,,,
223.9,400,0.481,0.513,,,,
222.9,400,0.593,0.623,,,,
221.9,400,0.688,0.71,,,,
221.0,400,0.795,0.811,,,,
220.28,400,0.898,0.908,,,,
