"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
273.15,0.146,0.0,0.0,0.05,0.005,,
273.15,0.184,0.127,0.291,0.05,0.005,,
273.15,0.211,0.203,0.438,0.05,0.005,,
273.15,0.239,0.288,0.574,0.05,0.005,,
273.15,0.263,0.356,0.645,0.05,0.005,,
273.15,0.308,0.484,0.756,0.05,0.005,,
273.15,0.32,0.522,0.78,0.05,0.005,,
273.15,0.341,0.579,0.817,0.05,0.005,,
273.15,0.358,0.627,0.836,0.05,0.005,,
273.15,0.39,0.714,0.891,0.05,0.005,,
273.15,0.411,0.772,0.915,0.05,0.005,,
273.15,0.417,0.794,0.924,0.05,0.005,,
273.15,0.427,0.815,0.936,0.05,0.005,,
273.15,0.436,0.838,0.945,0.05,0.005,,
273.15,0.442,0.857,0.951,0.05,0.005,,
273.15,0.498,1.0,1.0,0.05,0.005,,
