"T, deg.C","P, bar",X,Y,T Err,P Err,X Err,Y Err
71.1,40.7,0.315,0.999,,,,
71.1,81.3,0.581,0.996,,,,
71.1,103.8,0.721,0.992,,,,
71.1,119.3,0.841,0.982,,,,
