"T, deg.C","P, bar",X,Y,T Err,P Err,X Err,Y Err
30.0,4.08,0.0,0.0,,,,
30.0,4.36,0.0296,0.0918,,,,
30.0,4.51,0.0476,0.1403,,,,
30.0,4.91,0.086,0.2329,,,,
30.0,5.65,0.1575,0.3687,,,,
30.0,6.27,0.2258,0.4617,,,,
30.0,7.27,0.3223,0.5792,,,,
30.0,8.16,0.4207,0.6658,,,,
30.0,9.1,0.5169,0.7402,,,,
30.0,9.97,0.6281,0.8032,,,,
30.0,11.28,0.778,0.8881,,,,
30.0,11.98,0.8631,0.9289,,,,
30.0,12.35,0.9085,0.9519,,,,
30.0,12.68,0.9486,0.9733,,,,
30.0,12.93,0.9802,0.9895,,,,
30.0,13.08,1.0,1.0,,,,
