"T, deg.C","P, psi",X,Y,T Err,P Err,X Err,Y Err
300,1283,0.006,0.024,,,,
300,1382,0.03,0.087,,,,
300,1470,0.057,0.138,,,,
300,1555,0.091,0.186,,,,
300,1634,0.128,0.228,,,,
300,1720,0.178,0.276,,,,
300,1785,0.246,0.315,,,,
300,1820,0.33,0.33,,,,
300,1870,0.35,0.35,,,,
