"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
422.63,1.084,0.853,,+-0.05,+-0.01,0.001,
431.81,1.254,0.853,,+-0.05,+-0.01,0.001,
441.14,1.444,0.853,,+-0.05,+-0.01,0.001,
451.78,1.669,0.853,,+-0.05,+-0.01,0.001,
461.83,1.903,0.853,,+-0.05,+-0.01,0.001,
472.12,2.153,0.853,,+-0.05,+-0.01,0.001,
482.38,2.418,0.853,,+-0.05,+-0.01,0.001,
492.31,2.693,0.853,,+-0.05,+-0.01,0.001,
502.51,2.983,0.853,,+-0.05,+-0.01,0.001,
512.17,3.268,0.853,,+-0.05,+-0.01,0.001,
522.43,3.562,0.853,,+-0.05,+-0.01,0.001,
530.68,3.677,0.853,,+-0.05,+-0.01,0.001,
531.45,3.632,0.853,,+-0.05,+-0.01,0.001,
531.8,3.69,0.853,,+-0.05,+-0.01,0.001,
