"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
352.93,7.56,0.0,0.0,,,,
352.93,7.68,0.0255,0.0376,,,,
352.93,7.89,0.064,0.0981,,,,
352.93,8.11,0.1151,0.1678,,,,
352.93,8.32,0.1704,0.2357,,,,
352.93,8.55,0.239,0.3096,,,,
352.93,8.75,0.3131,0.3839,,,,
352.93,8.92,0.3805,0.449,,,,
352.93,9.08,0.4473,0.5079,,,,
352.93,9.27,0.5561,0.6027,,,,
352.93,9.39,0.6465,0.6799,,,,
352.93,9.51,0.7452,0.7654,,,,
352.93,9.58,0.8373,0.8458,,,,
352.93,9.62,0.9236,0.9261,,,,
352.93,9.64,0.9716,0.9721,,,,
352.93,9.63,1.0,1.0,,,,
