"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
303.13,0.87,0.1655,0.9605,0.015,,0.0005,0.0005
303.13,1.31,0.236,0.9658,0.015,,0.0005,0.0005
303.13,1.65,0.2927,0.9696,0.015,,0.0005,0.0005
303.13,2.01,0.3482,0.9731,0.015,,0.0005,0.0005
303.13,2.43,0.4191,0.9771,0.015,,0.0005,0.0005
303.13,2.91,0.4823,0.9815,0.015,,0.0005,0.0005
303.13,3.42,0.5698,0.9844,0.015,,0.0005,0.0005
303.13,3.89,0.6329,0.9869,0.015,,0.0005,0.0005
303.13,4.25,0.6882,0.9894,0.015,,0.0005,0.0005
303.13,4.56,0.7311,0.9886,0.015,,0.0005,0.0005
303.13,4.95,0.7735,0.9864,0.015,,0.0005,0.0005
303.13,5.31,0.8162,0.9838,0.015,,0.0005,0.0005
303.13,5.58,0.8496,0.9811,0.015,,0.0005,0.0005
303.13,5.93,0.8864,0.9782,0.015,,0.0005,0.0005
303.13,6.27,0.9189,0.9754,0.015,,0.0005,0.0005
