"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
347.65,74.66,0.0,0.0,,+-0.02,,
343.08,74.66,0.0588,0.217,,+-0.02,,
342.02,74.66,0.0742,0.2645,,+-0.02,,
341.12,74.66,0.0886,0.3022,,+-0.02,,
339.95,74.66,0.1064,0.3498,,+-0.02,,
337.58,74.66,0.1481,0.4312,,+-0.02,,
335.79,74.66,0.1863,0.4944,,+-0.02,,
334.73,74.66,0.2163,0.5291,,+-0.02,,
334.08,74.66,0.229,0.5498,,+-0.02,,
333.54,74.66,0.241,0.5635,,+-0.02,,
332.87,74.66,0.262,0.587,,+-0.02,,
332.09,74.66,0.2842,0.6088,,+-0.02,,
331.77,74.66,0.2977,0.6194,,+-0.02,,
331.16,74.66,0.3171,0.6372,,+-0.02,,
330.72,74.66,0.3329,0.6485,,+-0.02,,
329.77,74.66,0.3678,0.6753,,+-0.02,,
329.16,74.66,0.3967,0.6924,,+-0.02,,
328.44,74.66,0.4267,0.7102,,+-0.02,,
327.9,74.66,0.4561,0.7271,,+-0.02,,
327.3,74.66,0.4903,0.7477,,+-0.02,,
326.89,74.66,0.5124,0.7558,,+-0.02,,
326.34,74.66,0.5436,0.7708,,+-0.02,,
325.78,74.66,0.5833,0.7886,,+-0.02,,
325.28,74.66,0.6174,0.8037,,+-0.02,,
324.93,74.66,0.6483,0.8168,,+-0.02,,
324.45,74.66,0.6846,0.8323,,+-0.02,,
324.07,74.66,0.7154,0.846,,+-0.02,,
323.85,74.66,0.7328,0.854,,+-0.02,,
323.45,74.66,0.7665,0.8692,,+-0.02,,
323.03,74.66,0.8028,0.8854,,+-0.02,,
322.69,74.66,0.8363,0.9015,,+-0.02,,
322.4,74.66,0.8643,0.9159,,+-0.02,,
322.14,74.66,0.8966,0.9333,,+-0.02,,
321.79,74.66,0.9302,0.9531,,+-0.02,,
321.56,74.66,0.959,0.9712,,+-0.02,,
321.4,74.66,0.9808,0.986,,+-0.02,,
321.21,74.66,1.0,1.0,,+-0.02,,
