"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
313.15,0.119,0.018,0.995,+-0.02,+-0.001,+-0.001,
313.15,0.231,0.035,0.996,+-0.02,+-0.001,+-0.001,
313.15,0.257,0.038,0.996,+-0.02,+-0.001,+-0.001,
313.15,0.338,0.052,0.997,+-0.02,+-0.001,+-0.001,
313.15,0.425,0.067,0.997,+-0.02,+-0.001,+-0.001,
313.15,0.689,0.117,0.997,+-0.02,+-0.001,+-0.001,
313.15,0.866,0.158,0.998,+-0.02,+-0.001,+-0.001,
313.15,1.027,0.194,0.998,+-0.02,+-0.001,+-0.001,
313.15,1.213,0.253,0.998,+-0.02,+-0.001,+-0.001,
313.15,1.254,0.272,0.998,+-0.02,+-0.001,+-0.001,
313.15,1.396,0.343,0.999,+-0.02,+-0.001,+-0.001,
313.15,1.447,0.375,0.999,+-0.02,+-0.001,+-0.001,
313.15,1.551,0.93,0.999,+-0.02,+-0.001,+-0.001,
313.15,1.611,0.981,0.999,+-0.02,+-0.001,+-0.001,
