"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
328.2,30.43,0.0,0.0,+-0.0002,+-0.2,+-0.05,+-0.010
328.2,35.32,0.034,0.166,+-0.0002,+-0.2,+-0.05,+-0.010
328.2,38.15,0.069,0.253,+-0.0002,+-0.2,+-0.05,+-0.010
328.2,41.56,0.128,0.334,+-0.0002,+-0.2,+-0.05,+-0.010
328.2,44.0,0.156,0.393,+-0.0002,+-0.2,+-0.05,+-0.010
328.2,48.0,0.231,0.474,+-0.0002,+-0.2,+-0.05,+-0.010
328.2,50.37,0.315,0.531,+-0.0002,+-0.2,+-0.05,+-0.010
328.2,51.96,0.391,0.567,+-0.0002,+-0.2,+-0.05,+-0.010
328.2,53.26,0.471,0.609,+-0.0002,+-0.2,+-0.05,+-0.010
328.2,54.04,0.536,0.628,+-0.0002,+-0.2,+-0.05,+-0.010
328.2,54.26,0.601,0.657,+-0.0002,+-0.2,+-0.05,+-0.010
328.2,54.44,0.679,0.683,+-0.0002,+-0.2,+-0.05,+-0.010
328.2,54.42,0.736,0.705,+-0.0002,+-0.2,+-0.05,+-0.010
328.2,54.13,0.802,0.729,+-0.0002,+-0.2,+-0.05,+-0.010
328.2,53.82,0.835,0.738,+-0.0002,+-0.2,+-0.05,+-0.010
328.2,51.08,0.948,0.821,+-0.0002,+-0.2,+-0.05,+-0.010
328.2,43.72,1.0,1.0,+-0.0002,+-0.2,+-0.05,+-0.010
