"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
313.15,203,0.0,0.0,+-0.01,+-0.015,0.002,0.003
313.15,255,0.0774,0.2646,+-0.01,+-0.015,0.002,0.003
313.15,285,0.1209,0.3734,+-0.01,+-0.015,0.002,0.003
313.15,353,0.2242,0.5539,+-0.01,+-0.015,0.002,0.003
313.15,392,0.2877,0.6294,+-0.01,+-0.015,0.002,0.003
313.15,435,0.3549,0.6949,+-0.01,+-0.015,0.002,0.003
313.15,464,0.3978,0.7334,+-0.01,+-0.015,0.002,0.003
313.15,561,0.5515,0.8337,+-0.01,+-0.015,0.002,0.003
313.15,569,0.5678,0.8409,+-0.01,+-0.015,0.002,0.003
313.15,642,0.681,0.896,+-0.01,+-0.015,0.002,0.003
313.15,652,0.6964,0.9029,+-0.01,+-0.015,0.002,0.003
313.15,704,0.7793,0.9345,+-0.01,+-0.015,0.002,0.003
313.15,731,0.8225,0.949,+-0.01,+-0.015,0.002,0.003
313.15,781,0.8985,0.9729,+-0.01,+-0.015,0.002,0.003
313.15,801,0.9307,0.9817,+-0.01,+-0.015,0.002,0.003
313.15,846,1.0,1.0,+-0.01,+-0.015,0.002,0.003
