"T, deg.C","P, atm",X,Y,T Err,P Err,X Err,Y Err
-21.0,19.2,0.137,0.956,+-1.0,+-0.2,+-0.003,+-0.005
17.0,19.9,0.102,0.876,+-1.0,+-0.2,+-0.003,+-0.005
38.5,20.1,0.076,0.77,+-1.0,+-0.2,+-0.003,+-0.005
