"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
270.0,2.212,0.0,0.0,+- 0.02,,+- 0.002,+- 0.002
270.0,3.222,0.0282,0.2216,+- 0.02,,+- 0.002,+- 0.002
270.0,4.08,0.0508,0.3184,+- 0.02,,+- 0.002,+- 0.002
270.0,5.447,0.0985,0.4159,+- 0.02,,+- 0.002,+- 0.002
270.0,6.87,,0.457,+- 0.02,,+- 0.002,+- 0.002
270.0,8.64,0.2282,0.4499,+- 0.02,,+- 0.002,+- 0.002
270.0,8.994,0.251,0.4378,+- 0.02,,+- 0.002,+- 0.002
270.0,9.304,0.2758,0.4186,+- 0.02,,+- 0.002,+- 0.002
270.0,9.415,0.29,0.4044,+- 0.02,,+- 0.002,+- 0.002
270.0,9.465,0.2944,0.3939,+- 0.02,,+- 0.002,+- 0.002
270.0,9.49,0.2995,0.3902,+- 0.02,,+- 0.002,+- 0.002
