"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
142.0,760,0.018,0.065,,+-0.2,,
136.0,760,0.064,0.229,,+-0.2,,
130.4,760,0.112,0.369,,+-0.2,,
125.0,760,0.161,0.494,,+-0.2,,
120.7,760,0.204,0.573,,+-0.2,,
116.1,760,0.253,0.646,,+-0.2,,
111.8,760,0.302,0.709,,+-0.2,,
107.9,760,0.352,0.759,,+-0.2,,
104.2,760,0.404,0.803,,+-0.2,,
104.1,760,0.405,0.805,,+-0.2,,
99.4,760,0.478,0.852,,+-0.2,,
95.1,760,0.554,0.889,,+-0.2,,
91.6,760,0.624,0.916,,+-0.2,,
88.2,760,0.7,0.94,,+-0.2,,
85.3,760,0.771,0.958,,+-0.2,,
82.6,760,0.841,0.972,,+-0.2,,
80.0,760,0.91,0.985,,+-0.2,,
77.7,760,0.976,0.996,,+-0.2,,
