"T, deg.C","P, MPa",X,Y,T Err,P Err,X Err,Y Err
37.6,0.758,0.603,,+-0.2,+-0.02,,
50.2,0.986,0.603,,+-0.2,+-0.02,,
71.2,1.427,0.603,,+-0.2,+-0.02,,
80.2,1.641,0.603,,+-0.2,+-0.02,,
104.8,2.33,0.603,,+-0.2,+-0.02,,
120.8,2.827,0.603,,+-0.2,+-0.02,,
