"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
349.25,94.4,0.0,0.0,+-0.1,+-0.1,,
348.25,94.4,0.031,0.054,+-0.1,+-0.1,,
347.75,94.4,0.047,0.08,+-0.1,+-0.1,,
347.15,94.4,0.072,0.121,+-0.1,+-0.1,,
346.15,94.4,0.124,0.193,+-0.1,+-0.1,,
344.95,94.4,0.186,0.273,+-0.1,+-0.1,,
343.65,94.4,0.272,0.366,+-0.1,+-0.1,,
342.55,94.4,0.332,0.433,+-0.1,+-0.1,,
342.65,94.4,0.347,0.444,+-0.1,+-0.1,,
341.45,94.4,0.466,0.553,+-0.1,+-0.1,,
340.95,94.4,0.494,0.566,+-0.1,+-0.1,,
339.85,94.4,0.678,0.718,+-0.1,+-0.1,,
339.35,94.4,0.8,0.816,+-0.1,+-0.1,,
339.35,94.4,0.86,0.868,+-0.1,+-0.1,,
339.15,94.4,0.922,0.925,+-0.1,+-0.1,,
339.25,94.4,0.929,0.932,+-0.1,+-0.1,,
339.25,94.4,0.952,0.953,+-0.1,+-0.1,,
339.25,94.4,0.969,0.97,+-0.1,+-0.1,,
339.25,94.4,0.975,0.975,+-0.1,+-0.1,,
339.35,94.4,0.988,0.987,+-0.1,+-0.1,,
339.6,94.4,1.0,1.0,+-0.1,+-0.1,,
