"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
411.5,101.3,0.036,0.109,,+-0.1,+-0.001,+-0.001
406.7,101.3,0.095,0.256,,+-0.1,+-0.001,+-0.001
404.9,101.3,0.124,0.338,,+-0.1,+-0.001,+-0.001
401.3,101.3,0.181,0.417,,+-0.1,+-0.001,+-0.001
398.5,101.3,0.238,0.498,,+-0.1,+-0.001,+-0.001
395.3,101.3,0.299,0.575,,+-0.1,+-0.001,+-0.001
392.3,101.3,0.368,0.65,,+-0.1,+-0.001,+-0.001
388.9,101.3,0.457,0.727,,+-0.1,+-0.001,+-0.001
384.6,101.3,0.587,0.815,,+-0.1,+-0.001,+-0.001
383.1,101.3,0.648,0.849,,+-0.1,+-0.001,+-0.001
380.7,101.3,0.734,0.893,,+-0.1,+-0.001,+-0.001
378.4,101.3,0.828,0.934,,+-0.1,+-0.001,+-0.001
377.1,101.3,0.888,0.957,,+-0.1,+-0.001,+-0.001
375.6,101.3,0.949,0.98,,+-0.1,+-0.001,+-0.001
