"T, deg.C","P, psi",X,Y,T Err,P Err,X Err,Y Err
275,1001,0.026,0.114,,,,
275,1047,0.034,0.148,,,,
275,1085,0.05,0.184,,,,
275,1122,0.067,0.211,,,,
275,1156,0.087,0.243,,,,
275,1190,0.119,0.27,,,,
275,1232,0.158,0.293,,,,
275,1261,0.2,0.319,,,,
275,1275,0.223,0.33,,,,
275,1289,0.247,0.342,,,,
275,1296,0.262,0.353,,,,
275,1310,0.28,0.359,,,,
275,1318,0.291,0.366,,,,
275,1323,0.295,0.379,,,,
275,1325,0.31,0.379,,,,
275,1345,0.353,0.395,,,,
275,1350,0.369,0.394,,,,
275,1348,0.419,0.419,,,,
