"T, K","P, Torr",X,Y,T Err,P Err,X Err,Y Err
308.15,45.94,0.0967,,,,,
308.15,46.36,0.1939,,,,,
308.15,45.39,0.2994,,,,,
308.15,43.16,0.4617,,,,,
308.15,40.84,0.4929,,,,,
308.15,36.93,0.5915,,,,,
308.15,33.53,0.6741,,,,,
308.15,27.89,0.7761,,,,,
308.15,23.23,0.8615,,,,,
308.15,10.98,1.0,,,,,
