"T, K","P, atm",X,Y,T Err,P Err,X Err,Y Err
255.38,11.27,0.397,0.8221,+- 0.02,0.1%,,
255.38,12.67,0.462,0.85,+- 0.02,0.1%,,
255.38,17.09,0.653,0.9138,+- 0.02,0.1%,,
