"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
45,124.64,0.0077,0.0403,,,,
45,139.79,0.0386,0.1699,,,,
45,156.69,0.0738,0.2861,,,,
45,162.12,0.0852,0.3184,,,,
45,198.63,0.1669,0.4906,,,,
45,239.01,0.2588,0.6217,,,,
45,264.88,0.3226,0.6856,,,,
45,299.93,0.3985,0.7548,,,,
45,324.11,0.4586,0.7938,,,,
45,357.99,0.5417,0.8407,,,,
45,370.39,0.5691,0.8556,,,,
45,379.99,0.5987,0.8666,,,,
45,402.6,0.661,0.8915,,,,
45,425.32,0.7149,0.9139,,,,
45,451.04,0.7789,0.9366,,,,
45,471.6,0.8307,0.9532,,,,
45,496.26,0.8915,0.9716,,,,
45,516.48,0.9406,0.9846,,,,
45,518.85,0.9521,0.9864,,,,
45,535.44,0.9936,0.9987,,,,
