"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
298.15,0.418,0.0,,0.01,0.008,,
298.15,2.497,0.0445,,0.01,0.008,,
298.15,4.528,0.0976,,0.01,0.008,,
298.15,6.521,0.1639,,0.01,0.008,,
298.15,7.619,0.2096,,0.01,0.008,,
298.15,8.675,0.2611,,0.01,0.008,,
298.15,9.763,0.3276,,0.01,0.008,,
298.15,10.546,0.3845,,0.01,0.008,,
298.15,11.116,0.4328,,0.01,0.008,,
298.15,11.27,0.4474,,0.01,0.008,,
298.15,12.398,0.5657,,0.01,0.008,,
298.15,13.044,0.6431,,0.01,0.008,,
298.15,13.492,0.6973,,0.01,0.008,,
298.15,13.905,0.7462,,0.01,0.008,,
298.15,14.225,0.7832,,0.01,0.008,,
298.15,14.535,0.8141,,0.01,0.008,,
298.15,14.608,0.8232,,0.01,0.008,,
298.15,16.687,1.0,,0.01,0.008,,
