"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
369.5,60.0,0.0249,0.267,+-0.01,+-0.1,,
363.65,60.0,0.0489,0.4364,+-0.01,+-0.1,,
355.9,60.0,0.095,0.6099,+-0.01,+-0.1,,
347.25,60.0,0.1562,0.7544,+-0.01,+-0.1,,
341.15,60.0,0.2247,0.8276,+-0.01,+-0.1,,
336.95,60.0,0.2884,0.8589,+-0.01,+-0.1,,
332.15,60.0,0.4145,0.8971,+-0.01,+-0.1,,
330.4,60.0,0.51,0.919,+-0.01,+-0.1,,
329.2,60.0,0.6011,0.9297,+-0.01,+-0.1,,
327.66,60.0,0.7369,0.9387,+-0.01,+-0.1,,
327.0,60.0,0.8448,0.9505,+-0.01,+-0.1,,
326.5,60.0,0.9212,0.9628,+-0.01,+-0.1,,
