"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
312.65,6,0.0,0.0,+-0.1,+-0.01,,
311.75,6,0.018,0.062,+-0.1,+-0.01,,
310.75,6,0.047,0.14,+-0.1,+-0.01,,
309.95,6,0.074,0.207,+-0.1,+-0.01,,
308.85,6,0.114,0.28,+-0.1,+-0.01,,
308.05,6,0.163,0.341,+-0.1,+-0.01,,
307.35,6,0.22,0.391,+-0.1,+-0.01,,
306.85,6,0.285,0.435,+-0.1,+-0.01,,
306.55,6,0.353,0.467,+-0.1,+-0.01,,
306.45,6,0.425,0.487,+-0.1,+-0.01,,
306.35,6,0.516,0.508,+-0.1,+-0.01,,
306.45,6,0.57,0.534,+-0.1,+-0.01,,
306.55,6,0.635,0.551,+-0.1,+-0.01,,
306.75,6,0.692,0.566,+-0.1,+-0.01,,
307.15,6,0.796,0.593,+-0.1,+-0.01,,
307.45,6,0.839,0.61,+-0.1,+-0.01,,
307.75,6,0.883,0.629,+-0.1,+-0.01,,
308.05,6,0.904,0.648,+-0.1,+-0.01,,
308.65,6,0.934,0.676,+-0.1,+-0.01,,
309.15,6,0.95,0.701,+-0.1,+-0.01,,
309.95,6,0.964,0.735,+-0.1,+-0.01,,
311.75,6,0.98,0.815,+-0.1,+-0.01,,
315.95,6,1.0,1.0,+-0.1,+-0.01,,
