"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
414.5,3.19,0.0,0.0,+-0.02,+-0.003,+-0.005,
414.5,3.282,0.02,0.029,+-0.02,+-0.003,+-0.005,
414.5,3.492,0.074,0.098,+-0.02,+-0.003,+-0.005,
414.5,3.599,0.102,0.129,+-0.02,+-0.003,+-0.005,
414.5,3.765,0.143,0.178,+-0.02,+-0.003,+-0.005,
414.5,3.927,0.188,0.222,+-0.02,+-0.003,+-0.005,
414.5,4.034,0.219,0.248,+-0.02,+-0.003,+-0.005,
414.5,4.158,0.25,0.279,+-0.02,+-0.003,+-0.005,
414.5,4.23,0.274,0.297,+-0.02,+-0.003,+-0.005,
414.5,4.275,0.291,0.305,+-0.02,+-0.003,+-0.005,
