"T, K","P, Pa",X,Y,T Err,P Err,X Err,Y Err
298.15,2218,0.031,,0.1,15,,
298.15,2240,0.0399,,0.1,15,,
298.15,2301,0.0795,,0.1,15,,
298.15,2369,0.1365,,0.1,15,,
298.15,2380,0.177,,0.1,15,,
298.15,2389,0.273,,0.1,15,,
298.15,2376,0.3265,,0.1,15,,
298.15,2352,0.3985,,0.1,15,,
298.15,2347,0.5024,,0.1,15,,
298.15,2332,0.5693,,0.1,15,,
298.15,2178,0.7326,,0.1,15,,
298.15,1751,0.8902,,0.1,15,,
298.15,1283,0.9618,,0.1,15,,
