"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
5.28,40.07,0.048,,+-0.005,+-0.03,+-0.005,+-0.005
10.42,52.43,0.048,,+-0.005,+-0.03,+-0.005,+-0.005
14.98,65.66,0.048,,+-0.005,+-0.03,+-0.005,+-0.005
17.98,75.91,0.048,,+-0.005,+-0.03,+-0.005,+-0.005
21.07,87.97,0.048,,+-0.005,+-0.03,+-0.005,+-0.005
24.98,105.13,0.048,,+-0.005,+-0.03,+-0.005,+-0.005
0.47,34.8,0.118,,+-0.005,+-0.03,+-0.005,+-0.005
3.74,41.29,0.118,,+-0.005,+-0.03,+-0.005,+-0.005
6.61,47.94,0.118,,+-0.005,+-0.03,+-0.005,+-0.005
10.74,59.13,0.118,,+-0.005,+-0.03,+-0.005,+-0.005
16.22,77.12,0.118,,+-0.005,+-0.03,+-0.005,+-0.005
21.14,96.96,0.118,,+-0.005,+-0.03,+-0.005,+-0.005
24.36,112.09,0.118,,+-0.005,+-0.03,+-0.005,+-0.005
0.53,39.98,0.269,,+-0.005,+-0.03,+-0.005,+-0.005
3.95,47.91,0.269,,+-0.005,+-0.03,+-0.005,+-0.005
7.34,57.02,0.269,,+-0.005,+-0.03,+-0.005,+-0.005
10.77,67.21,0.269,,+-0.005,+-0.03,+-0.005,+-0.005
16.57,89.12,0.269,,+-0.005,+-0.03,+-0.005,+-0.005
20.25,105.54,0.269,,+-0.005,+-0.03,+-0.005,+-0.005
24.1,125.27,0.269,,+-0.005,+-0.03,+-0.005,+-0.005
0.7,42.61,0.366,,+-0.005,+-0.03,+-0.005,+-0.005
4.15,50.93,0.366,,+-0.005,+-0.03,+-0.005,+-0.005
7.63,61.08,0.366,,+-0.005,+-0.03,+-0.005,+-0.005
12.83,78.66,0.366,,+-0.005,+-0.03,+-0.005,+-0.005
16.55,93.64,0.366,,+-0.005,+-0.03,+-0.005,+-0.005
20.15,110.59,0.366,,+-0.005,+-0.03,+-0.005,+-0.005
25.06,137.38,0.366,,+-0.005,+-0.03,+-0.005,+-0.005
1.17,45.88,0.501,,+-0.005,+-0.03,+-0.005,+-0.005
5.11,56.22,0.501,,+-0.005,+-0.03,+-0.005,+-0.005
9.29,69.43,0.501,,+-0.005,+-0.03,+-0.005,+-0.005
13.56,85.44,0.501,,+-0.005,+-0.03,+-0.005,+-0.005
17.24,101.27,0.501,,+-0.005,+-0.03,+-0.005,+-0.005
20.81,119.18,0.501,,+-0.005,+-0.03,+-0.005,+-0.005
24.91,142.98,0.501,,+-0.005,+-0.03,+-0.005,+-0.005
0.84,47.39,0.735,,+-0.005,+-0.03,+-0.005,+-0.005
5.33,59.74,0.735,,+-0.005,+-0.03,+-0.005,+-0.005
10.48,77.23,0.735,,+-0.005,+-0.03,+-0.005,+-0.005
13.91,90.96,0.735,,+-0.005,+-0.03,+-0.005,+-0.005
17.68,108.52,0.735,,+-0.005,+-0.03,+-0.005,+-0.005
21.15,126.83,0.735,,+-0.005,+-0.03,+-0.005,+-0.005
25.3,152.25,0.735,,+-0.005,+-0.03,+-0.005,+-0.005
0.38,46.99,0.91,,+-0.005,+-0.03,+-0.005,+-0.005
4.77,58.99,0.91,,+-0.005,+-0.03,+-0.005,+-0.005
8.69,71.84,0.91,,+-0.005,+-0.03,+-0.005,+-0.005
13.85,92.14,0.91,,+-0.005,+-0.03,+-0.005,+-0.005
17.95,111.47,0.91,,+-0.005,+-0.03,+-0.005,+-0.005
20.71,126.3,0.91,,+-0.005,+-0.03,+-0.005,+-0.005
25.16,153.65,0.91,,+-0.005,+-0.03,+-0.005,+-0.005
