"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
298.15,3.155,0.0,,0.1,,,
298.15,3.529,0.0055,,0.1,,,
298.15,3.761,0.0117,,0.1,,,
298.15,3.952,0.0202,,0.1,,,
298.15,4.121,0.0306,,0.1,,,
298.15,4.198,0.0341,,0.1,,,
298.15,4.255,0.0394,,0.1,,,
298.15,4.281,0.0431,,0.1,,,
298.15,4.32,0.0455,,0.1,,,
298.15,4.333,0.0475,,0.1,,,
298.15,4.348,0.0486,,0.1,,,
298.15,4.36,0.0515,,0.1,,,
298.15,4.36,0.0548,,0.1,,,
298.15,4.36,0.0632,,0.1,,,
298.15,4.36,0.2018,,0.1,,,
298.15,4.361,0.2477,,0.1,,,
298.15,4.36,0.2826,,0.1,,,
298.15,4.361,0.3082,,0.1,,,
298.15,4.358,0.3232,,0.1,,,
298.15,4.354,0.3441,,0.1,,,
298.15,4.342,0.376,,0.1,,,
298.15,4.305,0.4363,,0.1,,,
298.15,4.248,0.4914,,0.1,,,
298.15,4.199,0.5342,,0.1,,,
298.15,4.118,0.5995,,0.1,,,
298.15,3.998,0.6483,,0.1,,,
298.15,3.889,0.6996,,0.1,,,
298.15,3.75,0.741,,0.1,,,
298.15,3.469,0.8091,,0.1,,,
298.15,3.278,0.8556,,0.1,,,
298.15,2.926,0.9141,,0.1,,,
298.15,2.424,1.0,,0.1,,,
