"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
375.4,101.3,0.0,0.0,+-0.1,+-0.1,+-0.001,+-0.001
371.0,101.3,0.041,0.172,+-0.1,+-0.1,+-0.001,+-0.001
362.0,101.3,0.143,0.442,+-0.1,+-0.1,+-0.001,+-0.001
356.7,101.3,0.236,0.592,+-0.1,+-0.1,+-0.001,+-0.001
353.9,101.3,0.29,0.65,+-0.1,+-0.1,+-0.001,+-0.001
350.5,101.3,0.336,0.724,+-0.1,+-0.1,+-0.001,+-0.001
344.8,101.3,0.476,0.817,+-0.1,+-0.1,+-0.001,+-0.001
342.1,101.3,0.519,0.853,+-0.1,+-0.1,+-0.001,+-0.001
340.7,101.3,0.573,0.862,+-0.1,+-0.1,+-0.001,+-0.001
338.0,101.3,0.686,0.905,+-0.1,+-0.1,+-0.001,+-0.001
336.7,101.3,0.735,0.916,+-0.1,+-0.1,+-0.001,+-0.001
335.1,101.3,0.782,0.946,+-0.1,+-0.1,+-0.001,+-0.001
333.4,101.3,0.85,0.965,+-0.1,+-0.1,+-0.001,+-0.001
331.8,101.3,0.913,0.973,+-0.1,+-0.1,+-0.001,+-0.001
331.0,101.3,0.936,0.984,+-0.1,+-0.1,+-0.001,+-0.001
330.3,101.3,0.963,0.988,+-0.1,+-0.1,+-0.001,+-0.001
329.9,101.3,0.979,0.992,+-0.1,+-0.1,+-0.001,+-0.001
329.3,101.3,1.0,1.0,+-0.1,+-0.1,+-0.001,+-0.001
