"T, K","P, Torr",X,Y,T Err,P Err,X Err,Y Err
298.15,24.7,0.006,,,,,
298.15,24.94,0.0078,,,,,
298.15,25.35,0.0213,,,,,
298.15,25.42,0.0285,,,,,
298.15,25.47,0.0479,,,,,
298.15,25.42,0.0689,,,,,
298.15,25.43,0.1036,,,,,
298.15,25.26,0.1493,,,,,
298.15,25.37,0.1945,,,,,
298.15,24.56,0.3086,,,,,
298.15,23.11,0.4014,,,,,
298.15,21.34,0.4942,,,,,
298.15,18.82,0.5929,,,,,
298.15,16.58,0.6983,,,,,
298.15,14.54,0.7905,,,,,
298.15,12.92,0.8394,,,,,
298.15,6.91,1.0,,,,,
