"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
348.05,40.0,0.0317,0.1129,+-0.01,+-0.1,,
346.29,40.0,0.101,0.2216,+-0.01,+-0.1,,
343.77,40.0,0.1914,0.3548,+-0.01,+-0.1,,
342.07,40.0,0.285,0.455,+-0.01,+-0.1,,
340.93,40.0,0.391,0.5289,+-0.01,+-0.1,,
340.39,40.0,0.4874,0.5735,+-0.01,+-0.1,,
340.19,40.0,0.5745,0.6142,+-0.01,+-0.1,,
340.08,40.0,0.6321,0.6415,+-0.01,+-0.1,,
340.06,40.0,0.69,0.6666,+-0.01,+-0.1,,
340.42,40.0,0.8048,0.7315,+-0.01,+-0.1,,
341.73,40.0,0.9071,0.8093,+-0.01,+-0.1,,
342.79,40.0,0.9385,0.8283,+-0.01,+-0.1,,
