"T, K","P, Torr",X,Y,T Err,P Err,X Err,Y Err
298.15,23.76,0.0,,,,,
298.15,28.64,0.0506,,,,,
298.15,29.38,0.1047,,,,,
298.15,29.66,0.1988,,,,,
298.15,29.69,0.2903,,,,,
298.15,29.31,0.3992,,,,,
298.15,28.6,0.5249,,,,,
298.15,27.83,0.6184,,,,,
298.15,26.82,0.7238,,,,,
298.15,26.0,0.791,,,,,
298.15,24.49,0.8574,,,,,
298.15,21.01,1.0,,,,,
