"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
323.26,0.487,0.5842,,0.02,0.01,,
333.25,0.622,0.5842,,0.02,0.01,,
343.25,0.787,0.5842,,0.02,0.01,,
345.64,0.832,0.5842,,0.02,0.01,,
353.26,0.982,0.5842,,0.02,0.01,,
363.28,1.212,0.5842,,0.02,0.01,,
373.28,1.477,0.5842,,0.02,0.01,,
383.23,1.778,0.5842,,0.02,0.01,,
393.22,2.128,0.5842,,0.02,0.01,,
403.32,2.533,0.5842,,0.02,0.01,,
413.33,2.988,0.5842,,0.02,0.01,,
423.29,3.503,0.5842,,0.02,0.01,,
433.32,4.083,0.5842,,0.02,0.01,,
438.31,4.393,0.5842,,0.02,0.01,,
443.27,4.688,0.5842,,0.02,0.01,,
445.28,4.778,0.5842,,0.02,0.01,,
445.5,4.783,0.5842,,0.02,0.01,,
