"T, deg.C","P, bar",X,Y,T Err,P Err,X Err,Y Err
35,79.9,,0.0046,+-0.2,,,
35,94.1,,0.0061,+-0.2,,,
35,111.4,,0.008,+-0.2,,,
35,132.0,,0.0101,+-0.2,,,
35,164.0,,0.0123,+-0.2,,,
35,213.6,,0.0139,+-0.2,,,
35,271.2,,0.0152,+-0.2,,,
