"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
25,95.1,0.0,,+-0.01,,,
25,97.0,0.01,,+-0.01,,,
25,97.2,0.024,,+-0.01,,,
25,97.8,0.042,,+-0.01,,,
25,97.7,0.063,,+-0.01,,,
25,97.1,0.089,,+-0.01,,,
25,97.1,0.117,,+-0.01,,,
25,96.7,0.166,,+-0.01,,,
25,96.0,0.21,,+-0.01,,,
25,95.4,0.25,,+-0.01,,,
25,94.7,0.287,,+-0.01,,,
25,92.9,0.365,,+-0.01,,,
25,91.3,0.428,,+-0.01,,,
25,89.8,0.48,,+-0.01,,,
25,87.9,0.525,,+-0.01,,,
25,87.7,0.537,,+-0.01,,,
25,86.6,0.563,,+-0.01,,,
25,85.2,0.584,,+-0.01,,,
25,84.2,0.608,,+-0.01,,,
25,81.4,0.66,,+-0.01,,,
25,77.7,0.722,,+-0.01,,,
25,71.6,0.796,,+-0.01,,,
25,67.6,0.829,,+-0.01,,,
25,61.6,0.865,,+-0.01,,,
25,54.3,0.904,,+-0.01,,,
25,47.9,0.928,,+-0.01,,,
25,39.8,0.953,,+-0.01,,,
25,31.8,0.975,,+-0.01,,,
25,26.6,0.988,,+-0.01,,,
25,23.7,0.995,,+-0.01,,,
25,20.9,1.0,,+-0.01,,,
