"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
69.0,760,0.08,0.125,+-0.02,+-2,+-1%,+-1%
68.65,760,0.14,0.17,+-0.02,+-2,+-1%,+-1%
68.66,760,0.17,0.185,+-0.02,+-2,+-1%,+-1%
68.54,760,0.204,0.205,+-0.02,+-2,+-1%,+-1%
68.55,760,0.23,0.22,+-0.02,+-2,+-1%,+-1%
68.43,760,0.28,0.245,+-0.02,+-2,+-1%,+-1%
68.52,760,0.29,0.243,+-0.02,+-2,+-1%,+-1%
69.03,760,0.405,0.305,+-0.02,+-2,+-1%,+-1%
69.6,760,0.515,0.37,+-0.02,+-2,+-1%,+-1%
70.4,760,0.61,0.43,+-0.02,+-2,+-1%,+-1%
71.15,760,0.65,0.465,+-0.02,+-2,+-1%,+-1%
71.35,760,0.665,0.455,+-0.02,+-2,+-1%,+-1%
71.5,760,0.68,0.47,+-0.02,+-2,+-1%,+-1%
71.8,760,0.695,0.5,+-0.02,+-2,+-1%,+-1%
71.9,760,0.7,0.51,+-0.02,+-2,+-1%,+-1%
75.8,760,0.87,0.7,+-0.02,+-2,+-1%,+-1%
76.91,760,0.9,0.755,+-0.02,+-2,+-1%,+-1%
77.8,760,0.925,0.805,+-0.02,+-2,+-1%,+-1%
78.39,760,0.933,0.82,+-0.02,+-2,+-1%,+-1%
78.3,760,0.941,0.835,+-0.02,+-2,+-1%,+-1%
79.1,760,0.957,0.87,+-0.02,+-2,+-1%,+-1%
79.65,760,0.97,0.905,+-0.02,+-2,+-1%,+-1%
80.5,760,0.98,0.935,+-0.02,+-2,+-1%,+-1%
