"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
263.15,0.098,0.0,0.0,0.05,0.005,,
263.15,0.112,0.068,0.155,0.05,0.005,,
263.15,0.121,0.101,0.246,0.05,0.005,,
263.15,0.161,0.265,0.539,0.05,0.005,,
263.15,0.193,0.394,0.646,0.05,0.005,,
263.15,0.208,0.448,0.713,0.05,0.005,,
263.15,0.227,0.523,0.771,0.05,0.005,,
263.15,0.232,0.543,0.785,0.05,0.005,,
263.15,0.24,0.573,0.802,0.05,0.005,,
263.15,0.255,0.631,0.846,0.05,0.005,,
263.15,0.264,0.666,0.869,0.05,0.005,,
263.15,0.276,0.712,0.893,0.05,0.005,,
263.15,0.298,0.79,0.932,0.05,0.005,,
263.15,0.336,0.934,0.983,0.05,0.005,,
263.15,0.355,1.0,1.0,0.05,0.005,,
