"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
369.75,100,0.0,0.0,+-0.1,+-0.1,0.001,0.001
369.55,100,0.007,0.015,+-0.1,+-0.1,0.001,0.001
369.35,100,0.014,0.029,+-0.1,+-0.1,0.001,0.001
368.95,100,0.029,0.055,+-0.1,+-0.1,0.001,0.001
368.35,100,0.049,0.088,+-0.1,+-0.1,0.001,0.001
367.85,100,0.082,0.131,+-0.1,+-0.1,0.001,0.001
367.45,100,0.115,0.172,+-0.1,+-0.1,0.001,0.001
367.05,100,0.154,0.207,+-0.1,+-0.1,0.001,0.001
366.85,100,0.203,0.242,+-0.1,+-0.1,0.001,0.001
366.75,100,0.248,0.268,+-0.1,+-0.1,0.001,0.001
366.75,100,0.3,0.293,+-0.1,+-0.1,0.001,0.001
366.75,100,0.35,0.309,+-0.1,+-0.1,0.001,0.001
366.85,100,0.401,0.328,+-0.1,+-0.1,0.001,0.001
367.05,100,0.445,0.34,+-0.1,+-0.1,0.001,0.001
367.25,100,0.498,0.353,+-0.1,+-0.1,0.001,0.001
367.45,100,0.544,0.362,+-0.1,+-0.1,0.001,0.001
367.85,100,0.598,0.373,+-0.1,+-0.1,0.001,0.001
368.15,100,0.634,0.382,+-0.1,+-0.1,0.001,0.001
368.65,100,0.684,0.394,+-0.1,+-0.1,0.001,0.001
369.15,100,0.725,0.406,+-0.1,+-0.1,0.001,0.001
369.75,100,0.761,0.418,+-0.1,+-0.1,0.001,0.001
370.35,100,0.79,0.434,+-0.1,+-0.1,0.001,0.001
371.05,100,0.826,0.448,+-0.1,+-0.1,0.001,0.001
373.35,100,0.88,0.494,+-0.1,+-0.1,0.001,0.001
375.55,100,0.91,0.549,+-0.1,+-0.1,0.001,0.001
377.65,100,0.925,0.582,+-0.1,+-0.1,0.001,0.001
379.35,100,0.94,0.627,+-0.1,+-0.1,0.001,0.001
381.85,100,0.956,0.69,+-0.1,+-0.1,0.001,0.001
385.05,100,0.972,0.77,+-0.1,+-0.1,0.001,0.001
388.25,100,0.984,0.845,+-0.1,+-0.1,0.001,0.001
390.65,100,0.993,0.921,+-0.1,+-0.1,0.001,0.001
394.15,100,1.0,1.0,+-0.1,+-0.1,0.001,0.001
