"T, deg.F","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
470.5,200,0.071,0.396,0.3,0.3,0.006,0.006
461.0,200,0.092,0.475,0.3,0.3,0.006,0.006
453.1,200,0.122,0.546,0.3,0.3,0.006,0.006
421.9,200,0.224,0.767,0.3,0.3,0.006,0.006
397.7,200,0.33,0.878,0.3,0.3,0.006,0.006
371.9,200,0.519,0.944,0.3,0.3,0.006,0.006
350.4,200,0.711,0.977,0.3,0.3,0.006,0.006
339.8,200,0.863,0.989,0.3,0.3,0.006,0.006
