"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
99.04,760,0.039,0.086,,,,
97.68,760,0.067,0.145,,,,
96.64,760,0.098,0.205,,,,
95.54,760,0.127,0.258,,,,
95.5,760,0.124,0.257,,,,
94.12,760,0.165,0.325,,,,
93.6,760,0.183,0.348,,,,
92.86,760,0.205,0.385,,,,
90.11,760,0.283,0.493,,,,
88.48,760,0.335,0.548,,,,
87.9,760,0.354,0.567,,,,
86.22,760,0.412,0.627,,,,
85.46,760,0.447,0.663,,,,
82.8,760,0.535,0.739,,,,
82.42,760,0.555,0.755,,,,
81.67,760,0.582,0.775,,,,
80.35,760,0.644,0.821,,,,
80.35,760,0.647,0.823,,,,
79.13,760,0.693,0.851,,,,
78.38,760,0.725,0.869,,,,
77.43,760,0.779,0.899,,,,
76.5,760,0.808,0.916,,,,
75.85,760,0.853,0.937,,,,
74.77,760,0.907,0.961,,,,
74.5,760,0.918,0.971,,,,
74.08,760,0.946,0.979,,,,
