"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
382.18,170.45,0.484,,0.4,1.5,0.009,
383.1,169.45,0.484,,0.4,1.5,0.009,
383.97,167.95,0.484,,0.4,1.5,0.009,
384.75,166.95,0.484,,0.4,1.5,0.009,
388.55,161.45,0.484,,0.4,1.5,0.009,
389.19,160.94,0.484,,0.4,1.5,0.009,
392.92,155.74,0.484,,0.4,1.5,0.009,
395.48,152.94,0.484,,0.4,1.5,0.009,
398.25,149.99,0.484,,0.4,1.5,0.009,
399.6,148.94,0.484,,0.4,1.5,0.009,
402.06,146.79,0.484,,0.4,1.5,0.009,
405.44,140.78,0.484,,0.4,1.5,0.009,
407.7,138.53,0.484,,0.4,1.5,0.009,
413.62,133.68,0.484,,0.4,1.5,0.009,
420.97,126.12,0.484,,0.4,1.5,0.009,
422.67,125.32,0.484,,0.4,1.5,0.009,
432.43,117.97,0.484,,0.4,1.5,0.009,
441.16,112.32,0.484,,0.4,1.5,0.009,
443.33,110.11,0.484,,0.4,1.5,0.009,
450.09,106.81,0.484,,0.4,1.5,0.009,
459.58,101.91,0.484,,0.4,1.5,0.009,
