"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
298.16,0.88,0.1699,0.9646,,,0.0005,0.0005
298.16,1.27,0.246,0.9751,,,0.0005,0.0005
298.16,1.62,0.3125,0.9782,,,0.0005,0.0005
298.16,1.96,0.3701,0.9791,,,0.0005,0.0005
298.16,2.28,0.419,0.9826,,,0.0005,0.0005
298.16,2.6,0.4687,0.9842,,,0.0005,0.0005
298.16,2.96,0.5291,0.9855,,,0.0005,0.0005
298.16,3.33,0.589,0.9868,,,0.0005,0.0005
298.16,3.65,0.6409,0.9869,,,0.0005,0.0005
298.16,4.0,0.6945,0.9891,,,0.0005,0.0005
298.16,4.34,0.7465,0.9909,,,0.0005,0.0005
298.16,4.69,0.7912,0.9918,,,0.0005,0.0005
298.16,5.0,0.8368,0.9906,,,0.0005,0.0005
298.16,5.39,0.8917,0.985,,,0.0005,0.0005
298.16,5.82,0.935,0.9687,,,0.0005,0.0005
