"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
343.15,50.9,0.0,0.0,0.05,0.05,,
343.15,59.8,0.025,0.023,0.05,0.05,,
343.15,59.6,0.056,0.05,0.05,0.05,,
343.15,59.4,0.114,0.101,0.05,0.05,,
343.15,58.9,0.188,0.16,0.05,0.05,,
343.15,57.8,0.285,0.234,0.05,0.05,,
343.15,56.3,0.388,0.31,0.05,0.05,,
343.15,55.1,0.47,0.376,0.05,0.05,,
343.15,52.5,0.589,0.487,0.05,0.05,,
343.15,50.4,0.684,0.575,0.05,0.05,,
343.15,48.3,0.769,0.664,0.05,0.05,,
343.15,46.2,0.844,0.756,0.05,0.05,,
343.15,44.6,0.9,0.838,0.05,0.05,,
343.15,43.4,0.944,0.898,0.05,0.05,,
343.15,41.7,1.0,1.0,0.05,0.05,,
