"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
180,160.0,0.187,0.4689,+- 0.1,+- 0.04 %,,
180,186.3,0.2892,0.6029,+- 0.1,+- 0.04 %,,
180,219.3,0.4191,0.7253,+- 0.1,+- 0.04 %,,
180,248.3,0.523,0.7909,+- 0.1,+- 0.04 %,,
180,277.5,0.6086,0.845,+- 0.1,+- 0.04 %,,
180,303.5,0.7065,0.8939,+- 0.1,+- 0.04 %,,
180,329.5,0.8035,0.9336,+- 0.1,+- 0.04 %,,
180,357.3,0.8924,0.9664,+- 0.1,+- 0.04 %,,
180,367.6,0.9381,0.9842,+- 0.1,+- 0.04 %,,
180,382.0,0.9824,0.9948,+- 0.1,+- 0.04 %,,
180,386.6,0.9922,0.9967,+- 0.1,+- 0.04 %,,
