"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
288.15,5.006,0.0,0.0,0.01,,0.0003,0.0003
288.15,5.553,0.0637,0.149,0.01,,0.0003,0.0003
288.15,5.846,0.1377,0.2228,0.01,,0.0003,0.0003
288.15,5.896,0.1751,0.2465,0.01,,0.0003,0.0003
288.15,5.902,0.2096,0.2648,0.01,,0.0003,0.0003
288.15,5.945,0.2922,0.2956,0.01,,0.0003,0.0003
288.15,5.956,0.357,0.3145,0.01,,0.0003,0.0003
288.15,5.866,0.4683,0.3479,0.01,,0.0003,0.0003
288.15,5.812,0.5166,0.3631,0.01,,0.0003,0.0003
288.15,5.698,0.6012,0.392,0.01,,0.0003,0.0003
288.15,5.172,0.7659,0.4846,0.01,,0.0003,0.0003
288.15,4.786,0.8336,0.5517,0.01,,0.0003,0.0003
288.15,4.053,0.9207,0.7009,0.01,,0.0003,0.0003
288.15,3.06,1.0,1.0,0.01,,0.0003,0.0003
