"T, K","P, Torr",X,Y,T Err,P Err,X Err,Y Err
313.15,103.45,0.0,,,,,
313.15,96.87,0.0662,,,,,
313.15,86.73,0.1636,,,,,
313.15,79.75,0.233,,,,,
313.15,74.37,0.2857,,,,,
313.15,67.25,0.3589,,,,,
313.15,61.74,0.4165,,,,,
313.15,53.51,0.506,,,,,
313.15,46.71,0.5864,,,,,
313.15,35.12,0.7315,,,,,
313.15,29.31,0.8076,,,,,
313.15,23.07,0.8885,,,,,
313.15,18.18,0.9512,,,,,
313.15,14.5,1.0,,,,,
