"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
278.26,3.622,0.3018,,0.02,0.005,0.001,0.001
283.3,4.045,0.3018,,0.02,0.005,0.001,0.001
293.17,4.96,0.3018,,0.02,0.005,0.001,0.001
303.32,5.995,0.3018,,0.02,0.005,0.001,0.001
313.42,7.105,0.3018,,0.02,0.005,0.001,0.001
323.21,8.22,0.3018,,0.02,0.005,0.001,0.001
333.19,9.355,0.3018,,0.02,0.005,0.001,0.001
343.06,10.43,0.3018,,0.02,0.005,0.001,0.001
353.62,11.495,0.3018,,0.02,0.005,0.001,0.001
363.58,12.4,0.3018,,0.02,0.005,0.001,0.001
373.59,13.185,0.3018,,0.02,0.005,0.001,0.001
383.59,13.795,0.3018,,0.02,0.005,0.001,0.001
393.57,14.247,0.3018,,0.02,0.005,0.001,0.001
403.61,14.497,0.3018,,0.02,0.005,0.001,0.001
413.57,14.517,0.3018,,0.02,0.005,0.001,0.001
418.58,14.447,0.3018,,0.02,0.005,0.001,0.001
422.4,14.362,0.3018,,0.02,0.005,0.001,0.001
