"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
10.0,0.4204,0.0,0.0,+-0.1,+-0.0005,,
10.0,0.613,0.0805,0.3263,+-0.1,+-0.0005,,
10.0,0.7826,0.1802,0.5023,+-0.1,+-0.0005,,
10.0,0.8976,0.2828,0.5909,+-0.1,+-0.0005,,
10.0,0.9825,0.3884,0.6535,+-0.1,+-0.0005,,
10.0,1.0391,0.4963,0.6995,+-0.1,+-0.0005,,
10.0,1.0813,0.6004,0.7389,+-0.1,+-0.0005,,
10.0,1.1123,0.7017,0.7784,+-0.1,+-0.0005,,
10.0,1.1233,0.7792,0.8144,+-0.1,+-0.0005,,
10.0,1.1362,0.8583,0.8625,+-0.1,+-0.0005,,
10.0,1.1335,0.8937,0.8906,+-0.1,+-0.0005,,
10.0,1.1311,0.9155,0.9069,+-0.1,+-0.0005,,
10.0,1.1273,0.9368,0.9259,+-0.1,+-0.0005,,
10.0,1.1195,0.9577,0.9468,+-0.1,+-0.0005,,
10.0,1.1161,0.9718,0.963,+-0.1,+-0.0005,,
10.0,1.1035,1.0,1.0,+-0.1,+-0.0005,,
