"T, deg.C","P, MPa",X,Y,T Err,P Err,X Err,Y Err
37.9,1.124,0.872,,+-0.2,+-0.02,,
50.2,1.469,0.872,,+-0.2,+-0.02,,
71.2,2.179,0.872,,+-0.2,+-0.02,,
80.4,2.558,0.872,,+-0.2,+-0.02,,
104.5,3.73,0.872,,+-0.2,+-0.02,,
120.3,4.606,0.872,,+-0.2,+-0.02,,
